Type,Name,Desc,Price
Other Distilled Spirits,Proof Cocktail Co. Moscow Mule Can (355ml)," Proof Cocktail Co is committed to creating craft canned cocktails of the highest quality. This ready to drink can has just three ingredients, charcoal filtered vodka, fresh lime and spicy ginger beer. Created in tiny batches, slow carbonated and cold stabilized, there's not a better canned cocktail on the market. ",$5.99 
Other Distilled Spirits,Miro Extra Seco Vermouth 1L, This spirit has put the town of Reus on the international scene. ,$13.99 
Other Distilled Spirits,Escubac Sweetdram (750ml)," 
                                                        Escubac Sweetdram is a spirited revival of a defunct liqueur style from the 1700s, reimagined it for modern drinkers. The result is a drier, more relevant aperitif that can sipped like a nice whisky, mixed with tonic, or poured as a base in cocktails. The proprietary Escubac recipe took over 18 months to design and balance at the Sweetdram workshop in East London. From a 72 hour maceration of 14 botanicals, including caraway, cardamom, nutmeg and citrus, the resulting formula is slowly distilled on the antique stills at Distillerie Combier in France. The...
                                                        Read More » 
 Read More » ",$36.99 
Other Distilled Spirits,Blinking Owl Aquavit (750ml)," 
                                                        Blinking Owl is a small distillery in Santa Ana, California run by a husband and wife team that set out to make an aquavit reminiscent of the great Aquavits of Scandinavia, but with a California twist. After crafting a base spirit with organic wheat and malted barley, Blinking Owl macerates ten different organic botanicals (with a final steep in Caraway, leaving a natural golden hue) to create the flavor profile. Flavors of caraway, fresh dill, and hibiscus (the flower of Santa Ana) accent undertones of fennel and cardamom. The result is a complex aquavi...
                                                        Read More » 
 Read More » ",$34.99 
Other Distilled Spirits,"Varnelli Amaro Dell'Erborista (1L) [cannot ship, will call pick up only]"," An amazing new amaro from Italy's Varnelli family, a producer from the Marche region of Italy that has been distilling since 1868. My bitter-loving jaw dropped after tasting this elixer and Greg St. Clair, our Italian buyer, begged them to leave the bottle. Think rhubarb, dried orange peel, cloves, gentian root, and more in fantastic balance. This is a cloudy and unfiltered spirit that is quite supple, but bitter as bitter can be on the finish. Simply amazing. There is absolutely nothing else like this available. (David Driscoll, K&L Spirits Buyer) ",$61.99 
Other Distilled Spirits,Legendre Herbsaint Original Liqueur (750ml)," 
                                                        Shortly after Prohibition ended in late 1933, a New Orleans apothecary-turned-entrepreneur by the name of J. Marion Legendre introduced a product called Legendre Absinthe. Legendre learned about pastis and absinthe while stationed in France during WWI. Upon his return to New Orleans after the war, he secretly made absinthe in his uptown home during Prohibition. His launch of Legendre Absinthe was a dream come true. Sadly for Legendre, just months after launching his product, the U.S. Government forced him to remove the word absinthe from his brand name a...
                                                        Read More » 
 Read More » ",$34.99 
Other Distilled Spirits,Varnelli Amaro Sibilla (1L)," Wine Enthusiast: ""Sweetened with honey from the Sibillini Mountains, this deep-brown amaro is rich, with touches of baked fruit, honey, nuts and dark chocolate. However, a bitter streak plows right through any sweetness on the palate, leaving bountiful herbal and spicy-hot notes in its wake. Use sparingly to add aromatics to cocktails. (SK)"" (4/2014) K&L Notes:  
                                                        An amazing new amaro from Italy's Varnelli family, a producer from the Marche region that has been distilling since 1868. Their products blew me and our Italian buyer Greg St. Clair away! This is quite bitter, made with gentian...
                                                        Read More » 
 Read More » ",$51.99 
Other Distilled Spirits,"Miracle Mile Bitters Co. ""Toasted Pecan"" Bitters 4oz."," The incredibly elusive Miracle Mile Bitters might just be the Holy Grail for many LA mixologists and beyond. I've followed the development of this wonderful little company and its dynamic owner, Louis Anderman, since it was a mere twinkle in his eye. MM Bitters is committed to providing you with the absolute finest and most authentic mixology experience possible. We are proud to be the first major retailer to stock these titillating tinctures. Supply will be SHOCKINGLY limited to start, but production should increase easily with greater demand. ",$17.99 
Other Distilled Spirits,"Copper & Kings ""Zmaj"" Serbian Juniper Barrel Aged Absinthe Serbia (750ml) (Previously $70)"," 
                                                        Named after the mythical Balkan dragon Zmaj, this Serbian juniper barrel-aged absinthe is an absolute thing of beauty. Typically the leaky, difficult-to-cooper Balkan wood is used for aging balsamic vinegar, but in this case it adds pepper, spice, and lift to all the botanicals present in the spirit. Using a pot-distilled muscat brandy base, classic botanicals like wormwood and fennel are used to add bold flavors of anise and licorice, bolstered by a Chartreuse VEP-like herbaceous backbone. At 65%, the absinthe is massive in its intensity, but never does...
                                                        Read More » 
 Read More » ",Hidden
Other Distilled Spirits,Ferdinand's Saar Vermouth (500ml),  ,$22.99 
Other Distilled Spirits,Absinthia Absinthe Blanche (375ml),  ,$37.99 
Other Distilled Spirits,Louis Roque Vieille Prune (750ml)," From the historic Louis Roque distillery located in the sleep town of Souillac. Imported by the legendary Charles Neal, Roque specializes in Vieille Prune from Gascony. Perhaps the finest in class, certainly the best of what's available in the states, the spirit is distilled using only the best Gascone Plums. With the depth of a cognac and the finesse of a plum brandy, this Vieille Prune has an unparalleled richness. Bursting with Asian spice and ripe fruit, you'll want to keep this one in stock once you've tried it. ",$44.99 
Other Distilled Spirits,"Miracle Mile Bitters Co. ""Chocolate Chili"" Bitters 4 oz"," 
                                                        The incredibly elusive Miracle Mile Bitters might just be the Holy Grail for many L.A. mixologists and beyond. I've followed the development of this wonderful little company and its dynamic owner, Louis Anderman, since it was a mere twinkle in his eye. MM Bitters is committed to providing the absolute finest and most authentic mixology experience possible. At K&L we are proud to be the first major retailer to stock these titillating tinctures. In the Chocolate-Chili bitters, the inclusion of three kinds of chilies to the recipe kicks up the heat generate...
                                                        Read More » 
 Read More » ",$17.99 
Other Distilled Spirits,Braulio Amaro Alpino 1L," Braulio is a Lombardian Amaro first creatred in Bormio in 1875 by a pharmacist named Francesco Peloni, who specialized in the field of medicinal aromatic herbs, It is made with thirteen herbs sourced from the Valtellina mountain region, including gentian, juniper, peppermint, star anise, wormwood, bitter orange and yarrow. After being infused with alcohol, it is then matured in Slavonian oak for two years. ",$44.99 
Other Distilled Spirits,Suau 8 Year Old Spanish Brandy (750ml)," Suau is a Spanish producer on the island of Mallorca producing premium brandy, traditionally aged in the microclimate of their underground cellar, using the traditional solera system and under the same conditions the company once did 160 years ago. The eight year old expression is soft and smooth, easy to sip, and one hell of a bargain. It's perfect for entry level cocktails like the Sidecar or can be sipped straight for a seamless satisfaction. ",$19.99 
Other Distilled Spirits,Capurro Estate Grown Single Vintage Moscatel Premium Pisco (750ml)," 
                                                        Capurro is a 100-year-old, family-owned company with roots in nearby San Mateo. The family operates a Peruvian food and import business on B Street downtown, and they self-distribute their own pisco. It's literally a mom-and-pop operation.This new line of Capurro piscos are all from the 2012 vintage in Peru and have been rested in stainless steel tanks for over three years. There are three single varietal expressions (Moscatel, Torontel, and Quebranta) and one acholado which means a blend of different grapes. They are made entirely from estate-grown frui...
                                                        Read More » 
 Read More » ",$34.99 
Other Distilled Spirits,Koval Organic Millet Whiskey (750ml)," Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 5-10 days to receive this product before it can be shipped. Kosher, 10 gallon Batches, 4 day fermentation, ultra aromatic, totally unique. ",$44.99 
Other Distilled Spirits,"Miracle Mile Bitters Co. ""Bergamot"" Bitters (4oz)"," The incredibly elusive Miracle Mile Bitters might just be the Holy Grail for many LA mixologists and beyond. We've followed the development of this wonderful little company and its dynamic owner, Louis Anderman, since it was a mere twinkle in his eye. MM Bitters is committed to providing you with the absolute finest and most authentic mixology experience possible. We are proud to be the first major retailer to stock these titillating tinctures. Supply will be SHOCKINGLY limited to start, but production should increase easily with greater demand. ",$17.99 
Other Distilled Spirits,Capurro Estate Grown Single Vintage Quebranta Premium Pisco (750ml)," 
                                                        Capurro is a 100-year-old, family-owned company with roots in nearby San Mateo. The family operates a Peruvian food and import business on B Street downtown, and they self-distribute their own pisco. It's literally a mom-and-pop operation. This new line of Capurro piscos are all from the 2012 vintage in Peru and have been rested in stainless steel tanks for over three years. There are three single varietal expressions (Moscatel, Torontel, and Quebranta) and one acholado which means a blend of different grapes. They are made entirely from estate-grown fru...
                                                        Read More » 
 Read More » ",$34.99 
Other Distilled Spirits,"BTL SVC ""Bottle Service"" Cocktail Box Set (6x100ml)",  ,$109.99 
Other Distilled Spirits,Caps Corse Mattei Blanc Quinaquina (750ml),  ,$19.99 
Other Distilled Spirits,J. Rieger & Co Caffe Amaro 750ml,  ,$34.99 
Other Distilled Spirits,Byrrh Grand Quinquina Aperitif (750ml)," This legendary red wine based aperitif is finally available in the US.  A base of Carignan and Grenache must (mistelles) blended with dry wine from Roussillon, is steeped in botanicals to create a complex, delicious, and absolutely versatile aperitif. The primary aromatic ingredient is quinquina bark, which creates a wonderful earthy aroma and a slight balancing bitterness. (David Driscoll, K&L Spirits buyer) - CAN ship to wine only states. ",$19.99 
Other Distilled Spirits,"Emile Pernot ""Vieux Pontarlier 65"" Absinthe (750ml)","94 points Wine Enthusiast: ""Beneath the perky lime-green color and a clean, bright licorice and mentholated lemon scent, this absinthe has soul. Surprisingly deep and musky star anise, Dutch licorice and sarsaparilla flavors fade to a citrus finish. Lovely with sugar too. A first-rate choice for an absinthe Frappe. (KN)"" (12/2010) K&L Notes:  
                                                        A Double Gold winner at the 2008 San Francisco World Spirits Competition, this also received five stars from critic F. Paul Pacult. This small-batch absinthe is crafted on 100-plus-year-old alembic stills using instructions, techniques, and equipment from t...
                                                        Read More » 
 Read More » ",$64.99 
Other Distilled Spirits,"House Spirits Krogstad Aquavit, Oregon (750ml)"," 
                                                        From Portland, Oregon's House Spirits (the makers of Aviation Gin) comes a delightful, domestic aquavit. This traditional Scandinavian grain spirit is crisp, with the alcohol really taking a backseat to the pure anise and caraway flavors. Enjoy on its own as a digestive, with roasted beets and herring or mix it into a unique cocktail, like the the Pepper Delicious #2, courtesy of House Spirits: 2 oz Krogstad Aquavit, 1 oz lime juice, ¾ oz simple syrup, ¼ red bell pepper, sliced, 6-8 mint leaves. Muddle the pepper, mint and simple syrup. Add lime juice, a...
                                                        Read More » 
 Read More » ",$26.99 
Other Distilled Spirits,"Miracle Mile Bitters Co. ""Forbidden"" Bitters (4oz)"," 
                                                        The incredibly elusive Miracle Mile Bitters might just be the Holy Grail for many L.A. mixologists and beyond. We've followed the development of this wonderful little company and its dynamic owner, Louis Anderman, since it was a mere twinkle in his eye. MM Bitters is committed to providing you with the absolute finest and most authentic mixology experience possible. We are proud to be the first major retailer to stock these titillating tinctures. Supply will be SHOCKINGLY limited to start, but production should increase easily with greater demand. These ...
                                                        Read More » 
 Read More » ",$17.99 
Other Distilled Spirits,"Miracle Mile Bitters Co. ""Sour Cherry"" Bitters 4oz"," 
                                                        The incredibly elusive Miracle Mile Bitters might just be the Holy Grail for many L.A. mixologists and beyond. I've followed the development of this wonderful little company and its dynamic owner, Louis Anderman, since it was a mere twinkle in his eye. MM Bitters is committed to providing the absolute finest and most authentic mixology experience possible. We are proud to be the first major retailer to stock these titillating tinctures. Supply will be SHOCKINGLY limited to start, but production should increase with greater demand. The Sour Cherry bitter ...
                                                        Read More » 
 Read More » ",$17.99 
Other Distilled Spirits,Capurro Estate Grown Single Vintage Torontel Premium Pisco (750ml)," 
                                                        Capurro is a 100-year-old, family-owned company with roots in nearby San Mateo. The family operates a Peruvian food and import business on B Street downtown, and they self-distribute their own pisco. It's literally a mom-and-pop operation.This new line of Capurro piscos are all from the 2012 vintage in Peru and have been rested in stainless steel tanks for over three years. There are three single varietal expressions (Moscatel, Torontel, and Quebranta) and one acholado which means a blend of different grapes. They are made entirely from estate-grown frui...
                                                        Read More » 
 Read More » ",$34.99 
Other Distilled Spirits,"Miracle Mile Bitters Co. ""Ume"" Bitters (4oz)"," 
                                                        The incredibly elusive Miracle Mile Bitters might just be the Holy Grail for many L.A. mixologists and beyond. I've followed the development of this wonderful little company and its dynamic owner, Louis Anderman, since it was a mere twinkle in his eye. MM Bitters is committed to providing the absolute finest and most authentic mixology experience possible. We are proud to be the first major retailer to stock these titillating tinctures. Supply will be SHOCKINGLY limited to start, but production should increase with greater demand.  (David Girard, K&L Spi...
                                                        Read More » 
 Read More » ",$17.99 
Other Distilled Spirits,"Butterfly ""Original Boston Recipe"" Classic Absinthe 750ml"," 
                                                        The lovely Butterfly Absinthe is an exacting recreation of this popular pre-ban absinthe originally produced by P. Dempsey & Co in 1902. Boston was a center for domestic absinthe production and the cultivation of wormwood throughout the northeast is well documented. What set the Boston style and Butterfly in particular apart from its European counterparts was the addition of mint and citrus zest creating a distinct and refreshing profile. The brainchild of Absinthe aficionado Brian Fernald, the project began by diving into the historical record and perso...
                                                        Read More » 
 Read More » ",$79.99 
Other Distilled Spirits,Antica Torino Rosso Vermouth Di Torino (750ml)," 
                                                        The special new Antica Torino Vermouth is setting the new standard for this newly minted IGT regulations for this special category of aromatized wines. This spectacular product is created by two long time friends, wine and spirits industry veterans Vittorio Zoppi and Umbrian wine maker Filippo Antonelli. They've travelled all of Italy and the world learning about all things bitter. After exhaustive research they sat down to create the very best quality Vermouth Di Torino they possible could. Starting locally harvest ingredients such as wormwood, gentian,...
                                                        Read More » 
 Read More » ",$22.99 
Other Distilled Spirits,BTL SVC Manhattan Cocktail (100ml),  ,$11.99 
Other Distilled Spirits,Quady Vya Vermouth Sweet (375ml)," 90-95 points Wine Enthusiast: ""Pretty mahogany color. First nosings pick up exotic herbal aromas that are delicately sweet and botanical; later passes reveal deeper, more complex scents of autumn woods, mulled wine and holiday spices. In the mouth, it’s sweet, sour and spicy at entry; by midpalate the range of flavors runs from nutmeg to quinine to muscat grapes to orange rind. Aftertaste is long. The finest sweet vermouth available."" (12/2002) K&L Notes:  
                                                        Imagine a warm tingling sensation and a spicy aroma.  Cinnamon gives warmth while gentian, galangal and nutmeg add spice.  Wines from Orange Mus...
                                                        Read More » 
 Read More » ",$12.99 
Other Distilled Spirits,"Miracle Mile Bitters Co. ""Castilian"" Bitters 4 oz"," 
                                                        The incredibly elusive Miracle Mile Bitters might just be the Holy Grail for many LA mixologists and beyond.  I've followed the development of this wonderful little company and its dynamic owner, Louis Anderman, since it was a mere twinkle in his eye. MM Bitters is committed to providing you with the absolute finest and most authentic mixology experience possible. We are proud to be the first major retailer to stock these titillating tinctures. Supply will be SHOCKINGLY limited to start, but production should increase easily with greater demand. This is ...
                                                        Read More » 
 Read More » ",$17.99 
Other Distilled Spirits,Del Professore Rosso Vermouth (750ml)," Made from a Moscato-based wine sourced from fruit in the Lange region of Piedmont, this vermouth spirit is produced at the Antica Distilleria Quaglia. ",$27.99 
Other Distilled Spirits,Ventura Spirits Barrel Aged Strawberry Brandy (750ml)," 
                                                        The boys at Ventura Spirits are known for doing some wild stuff. Some of their projects are secretive explorations around distillation and its many variables, others are the result of wild happenstance. That's how their popular Strawberry Vodka came to be, distilled multiple times from a huge amount of strawberries that they literally stumbled upon. What they don't tell you is that the first and most pungent cuts of each of those batches of vodka are diverted to a speculative project that has finally come to fruition. After years of aging in ex-wine barr...
                                                        Read More » 
 Read More » ",$39.99 
Other Distilled Spirits,"Miracle Mile Bitters Co. ""Barrel Aged Forbidden"" Bitters 4oz."," 
                                                        The incredibly elusive Miracle Mile Bitters might just be the Holy Grail for many LA mixologists and beyond. I've followed the development of this wonderful little company and its dynamic owner, Louis Anderman, since it was a mere twinkle in his eye. MM Bitters is committed to providing you with the absolute finest and most authentic mixology experience possible. We are proud to be the first major retailer to stock these titillating tinctures. The long awaited Barrel Aged Forbidden Bitters are perhaps Louis' most exciting experiment to date. Expect ultra...
                                                        Read More » 
 Read More » ",$24.99 
Other Distilled Spirits,"Bastille ""1789"" Hand-Crafted Whisky (750ml)", Bastille Whisky is a unique and controversial product coming from the Southwest of France. The new and improved version is lightly peated and aged in French Limousin oak. ,$42.99 
Other Distilled Spirits,Junior Johnson's Apple Pie Midnight Moonshine (750ml)," Special Order Only!!!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Please allow 5-7 business days for bottle to ship.  Midnight Moon Apple Pie is a mix of Midnight Moon, apple juice and a cinnamon stick. As these ingredients blend and age, they create a 70 proof spirit that tastes just like homemade apple pie. No fork necessary. ",$28.99 
Other Distilled Spirits,Stolen Whiskey 11 Year Old American Whiskey (750ml), Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ,$39.99 
Other Distilled Spirits,Caps Corse Mattei Rouge Quinaquina (750ml),  ,$19.99 
Other Distilled Spirits,Jade C.F. Berger Absinthe Superieur (750ml)," 
                                                        This legendary absinthe, the the guilded age's most prized, is an exacting reconstruction meticulously produced by the era's finest distillery, C.F. Berger in Couvet Switzerland. They we're lucky enough to acquire and preserve an original sample and from that reverse enginereed the using high tech analytic techniques to resurrect the original. Typical of the finest Swiss absinthe of the era it uses only the finest regional ingredients and exhibits the headiest of bouquets and a full rich mouth feel unlike any other in the class. This is the real deal abs...
                                                        Read More » 
 Read More » ",$129.99 
Other Distilled Spirits,BTL SVC Old Fashioned Cocktail (100ml),  ,$11.99 
Other Distilled Spirits,BTL SVC Negroni Cocktail (100ml),  ,$11.99 
Other Distilled Spirits,"BTL SVC ""Bottle Service"" Gin Martini Cocktail (100ml)",  ,$11.99 
Other Distilled Spirits,Crown Royal 750ml (ships in a 1.5 liter shipping box)," Sorry, this item can't be shipped! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. ",$28.99 
Other Distilled Spirits,Quady Vya Vermouth Extra Dry 375ml," Wine Enthusiast: ""*Very Good/Recommended*  Pale gold hue. Opening aromas merely hint at quinine, herbs and botanicals; later on, with further air contact, the quinine becomes the dominant factor. Palate entry is stone-dry, tart, herbal and winey; at midpalate, the wine quality takes a back seat to the herbs and botanicals. Finishes with a flash of quinine."" (12/2009) K&L Notes:  
                                                        Can ship to ""NO SPIRIT"" states because this is wine-based. This California vermouth has hints of lavender, sage orris, and linden that furnish a note of coolness, while wines made from Colombard and Orange Musc...
                                                        Read More » 
 Read More » ",$12.99 
Other Distilled Spirits,American Born Original Dixie Sweet Tea Moonshine, Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All special order sales are final. ,$28.99 
Other Distilled Spirits,Del Professore Bianco Vermouth (750ml)," 
                                                        This fabulous collaboration between Antica Distilleria Quaglia, Chef Frederico Ricatto, and the Jerry Thomas Project in Rome is looking to surpass the omnipresent Carpano brand. While it's not a red vermouth it has some of the richness and complexity associated with Carpano's popular Antica Formula. With a base of high-quality Moscato from the Langhe and inspired by historical celebrity bartender Jerry Thomas' own recipe, the Del Professore has finally given us another option when it comes to big bold vermouths. Designed as an aperitif, it performs well ...
                                                        Read More » 
 Read More » ",$27.99 
Other Distilled Spirits,La Quintinye Rouge Vermouth Royal 375ml," According to the distillery: ""Made from a selection of 28 plants and spices and a blend of white wines and Pineau des Charentes Rouge, hence naturally providing the deep reddish to amber colour. Well-balanced yet powerful with liquorice, prune and vanilla flavours, enveloped by chocolate notes. Rich and intense with caramel, burnt vanilla and warm spiced notes, which evolve to a long-lasting finish."" ",$17.99 
Other Distilled Spirits,La Sorcière Bleue Absinthe Supèrieure (750ml)," 
                                                        The La Sorcière Absinthes are made by the newly established Old World Spirits in local Belmont, CA, Croatian-born master distiller Davorin Kuchan has brought his family tradition of craft spirits to the Bay Area.  The spirit is brandy-based and is distilled from wine made by local California growers. The Bleue is clear and without the standard greenish tint seen with most absinthes because all the maceration is done pre-distillation, meaning that the flavor needs to be strong enough to transfer over into the finished spirit.  That's a difficult tast, but...
                                                        Read More » 
 Read More » ",$59.99 
Other Distilled Spirits,Mata Hari Absinthe (750ml)," 
                                                        Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped.  90-95 points and one of the Wine Enthusiast's Top 50 Spirits of 2009: ""The nosing passes find prickly but pleasant, highly spirited buttery, oily, grassy, vegetal aromas. Palate entry is sweet, fruity and herbal; anise enters at the midpalate and blends well with the fruitiness. Concludes sweeter than most absin...
                                                        Read More » 
 Read More » ",$64.99 
Other Distilled Spirits,Letherbee Absinthe (375ml),  ,$39.99 
Other Distilled Spirits,Junior Johnson's Midnight Moonshine (750ml), Special Order Only!!!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Please allow 5-7 business days for bottle to ship. ,$24.99 
Other Distilled Spirits,BTL SVC Spicy Maid Cocktail (100ml),  ,$11.99 
Other Distilled Spirits,Junior Johnson's Cherry Midnight Moonshine (750ml), Special Order Only!!!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Please allow 5-7 business days for bottle to ship. ,$24.99 
Other Distilled Spirits,Junior Johnson's Strawberry Midnight Moonshine (750ml), Special Order Only!!!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Please allow 5-7 business days for bottle to ship. ,$24.99 
Other Distilled Spirits,"BTL SVC ""Bottle Service"" 1934 Cosmo Cocktail (100ml)",  ,$11.99 
Other Distilled Spirits,Peak Spirits Caprock Organic Colorado Bitter (750ml), Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ,$44.99 
Other Distilled Spirits,broVo Pink Rose Vermouth 750ml," 
                                                        In showcasing their Amaro the folks at broVo were repeatedly asked by the bartenders they were seeing if they made a vermouth. They listened to their clients and the results are an astounding and truly Washington vermouth. In setting about making a wine based product like vermouth, it only makes sense to use good quality wine. Afterall, vermouth is at least 75% wine. Why would you use garbage bulk wine like so many others? All of the wine in the broVo vermouths comes from the Wahluke Slope in Washington State and from 4 distinct varietals. It is then coo...
                                                        Read More » 
 Read More » ",$17.99 
Other Distilled Spirits,Miro Rojo Vermouth (5L bag-in-a-box) - Cannot ship," 
                                                        Founder Emilio Miro Salvat earned great admiration for this well rounded and wormwood-forward ""Rojo"" sweet red vermouth. Its easy style is ideal for the Catalan tradition of the vermouth hour - that magical time where you enjoy a glass of vermouth on the rocks, perhaps with olives. Miro Rojo also marries beautifully with Rye or Bourbon, revealing a complex array of baking spices.  This 5L box of vermouth is absolutely the perfect container for anyone who mixes cocktails regularly. Oxygen is the enemy of vermouth since it is a wine based drink. Bottles of...
                                                        Read More » 
 Read More » ",$49.99 
Other Distilled Spirits,Wild Sardinia Vermouth Vero 750ml," A unique vermouth made from Vernaccia di Oristano Riserva, which is aged for ten years. This Sardinian white has a long history on the island and is used to make many different styles of wine including this vermouth. The aging imbues this vermouth with an incredible nutty character similar to an olorosso sherry. It is infused for over a month with wild aromatic plants and herbs including everlasting flowers, myrtle leaves, salvia desolana, and pistacia. ",$34.99 
Other Distilled Spirits,BTL SVC Matador Cocktail (100ml),  ,$11.99 
Other Red Wines,Dolin Rouge Vermouth de Chambéry (750ml)," 
                                                        Made from the same set of recipes since 1821, Dolin Vermouth de Chambéry has long been the benchmark for fine French Vermouth. Botanicals found in the Alpine meadows above Chambéry are added to a base wine made from regional grapes to aromatize it, imparting fresh, herbal qualities to the nose and complex flavors to palate. It is then fortified. The Rouge is ideal as an aperitif or in for a wide range of uses in cocktails. In the late 19th century, Dolin Vermouth de Chambéry won medals in Paris, London, St. Louis and Philadelphia and in 1932 earned Chamb...
                                                        Read More » 
 Read More » ",$15.99 
Other White Wines,Dolin Blanc Vermouth de Chambery (750ml)," Wine Spectator: ""Dolin, the last of the Chambéry producers of France, makes dry vermouth that is citrusy and grapey, as well as a sweet and floral style. Its Rouge is notably less sugary-sweet than many of its Italian counterparts, with notes of dried fruit and honey."" (10/2013) K&L Notes:  
                                                        Made to the same set of recipes since 1821, Dolin Vermouth de Chambéry has long been the benchmark for fine French Vermouth. Made with fine wines of the region and botanicals found in the Alpine meadows above Chambéry, together they impart a fresh and elegant nose, with a subtle and complex palate....
                                                        Read More » 
 Read More » ",$15.99 
Other White Wines,Dolin Blanc Vermouth de Chambéry (375ml)," Made from the same set of recipes since 1821, Dolin Vermouth de Chambéry has long been the benchmark for fine French Vermouth. Made with fine wines of the region and botanicals found in the alpine meadows above Chambéry, together they impart a fresh and elegant nose, with a subtle and complex palate. Ideal as an aperitif or in cocktails. In the late 19th century, Dolin Vermouth de Chambéry won medals in Paris, London, St. Louis, and Philadelphia and in 1932 earned Chambéry France's only Appellation d’ Origine for Vermouth. ",$11.99 
Pommeau,Le Père Jules Pommeau de Normandie 5 Year,  ,$26.99 
Pommeau,Camut Aperitif Normand Pommeau (750ml)," Produced by Camut Family, this is the Pineau Des Charentes of Calvados. Made with unfermented apple juice and Calvados, it is full of flavor and very refreshing. Our staff fell in love with it and we know you will too! ",$44.99 
Rum,"Golden Devil ""K&L Exclusive"" Dark Overproof Rum (750ml)"," 
                                                        With tiki culture experiencing a full renaissance and rum appreciation reaching its highest level of enthusiasm in decades, we thought it was time to create a custom K&L dark overproof edition that offered our customers something unique, well-priced, interesting, and flat-out delicious in that category. Made with a unique blend of rums from Jamaica and Guyana, this 57% ABV edition combines the aromatic and funky pot still flavor of the Jamaican rum culture with the textural compounds of Guyanese column-distilled beauty. Hints of green banana and molasses...
                                                        Read More » 
 Read More » ",$19.99 
Rum,Diplomatico Reserva Exclusiva Venezuelan Rum (750ml)," Wine Enthusiast: ""The bouquet offers integrated scents of roasted chestnut, dried tobacco leaf, maple, orange zest, brown sugar, cinnamon and egg cream. The palate entry is curiously medicinal; the midpalate improves as the taste includes bittersweet flavors of old oak, wood resin, molasses and tree sap. Concludes intensely sap- and maple-like."" (5/2007) K&L Notes:  *Best Premium Gold Rum - 2011 Ministry of Rum Tasting Competition* A copper pot distilled rum aged in oak for 12 years. ",$34.99 
Rum,"Plantation ""Stiggin's Fancy"" Pineapple Dark Rum (750ml)"," Wine & Spirits: ""A classic Dickensian dissembler, Reverend Stiggins is a Pickwick Papers character who sermonized about temperance while indulging in constant sips of pineapple rum. His name graces this new rum, a project that Maison Ferrand took on, sparked by a suggestion from spirits writer David Wondrich (the two have collaborated in recent years on a Curaçao). Using a base of Plantation Original Dark Rum that’s been macerated with Queen Victoria pineapple flesh and a portion of white rum that’s been distilled with the rinds, they’ve created a barrel-aged rum that’s  ...Read More » ",$24.99 
Rum,El Dorado 12 year old Demerara Guyana Rum (750ml)," 
                                                        El Dorado Rum is made by Demerara Distillers Limited in Guyana, South America and is perhaps the single greatest rum producer on the planet. Having operated since the 1600s, it supplied the British Royal Navy with rum for more than 200 years, and the Diamond Estate Distillery still churns out a variety of spirits today. DDL's historic stills, built in the 18th and 19th centuries, are still in operation and produce a number of amazing flavors. The deliciously supple 12-year-old uses medium-bodied rums from the Savalle still (a very unique column still tha...
                                                        Read More » 
 Read More » ",$32.99 
Rum,Smith & Cross Traditional Jamaica Rum Plummer & Wedderburn Pure Pot Still (750ml),"95 points Wine Enthusiast: ""A top pick for tiki and tropical drinks, this practically begs for lime juice. Scented with warm honey notes, the palate shows lots of brown sugar and spice, plus an enticingly untamed, funky finish (the fabled 'hogo'). Since it’s 'Navy Strength,' you might not want to sip it straight up—the producer wisely recommends exploring the profile first in a daiquiri—though it’s smooth and interesting enough if you want to try."" (8/2014) K&L Notes:  
                                                        The original Jamaica rum is back. It's been 80 years and true Jamaica pot still rum has lived only in the imagination of cocktai...
                                                        Read More » 
 Read More » ",$29.99 
Rum,One Barrel Belize Rum (750ml)," Wine Enthusiast: ""*Best Buy* The bouquet is basic but pleasing, with sweet molasses scents and some delightful cocoa and tobacco notes. The palate entry is surprisingly bittersweet and nearly dry; the flavor turns tobacco-like, almost smoky, yet appealingly sweet at midpalate. Finishes with simple, no-frills charm."" (2/2008) K&L Notes:  
                                                        If you want a rum with pure tropical spirit, this may be it. The One Barrel rum, from the country of Belize, smells like a tropical breeze with its aromas of passion fruit, hibiscus and papaya. On the palate it is smooth and round, with just a hint of m...
                                                        Read More » 
 Read More » ",$16.99 
